,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳市万泓装修有限公司,开业,李红生,20万(元),-,2021-08-24,2021-08-24,-,广东省,深圳市,龙华区,13145814487,-,13145814487@163.com,-,91440300MA5GY8X832,91440300MA5GY8X832,440300214671033,MA5GY8X8-3,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区观湖街道樟溪社区下围工业区一路11号三单元706,深圳市龙华区观湖街道樟溪社区下围工业区一路11号三单元706,-,一般经营项目是：土石方工程施工；国内货物运输代理；家居用品销售；建筑材料销售；建筑装饰材料销售；化工产品销售（不含许可类化工产品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市金万福装修有限公司,开业,廖万福,100万(元),-,2020-11-19,2020-11-19,-,广东省,深圳市,光明区,18312535202,-,2853787687@qq.com,-,91440300MA5GGEFF4U,91440300MA5GGEFF4U,440300212042962,MA5GGEFF-4,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市光明区凤凰街道塘家社区塘兴路1号固加化工厂旁101,深圳市光明区凤凰街道塘家社区塘兴路1号固加化工厂旁101,-,一般经营项目是：，许可经营项目是：房屋装修图案设计；室内外装修装饰；油漆粉刷；吊顶、天花石膏板、水电排污安装。
深圳向荣建筑装饰装修有限公司,开业,曾令波,50万(元),-,2021-03-12,2021-03-12,-,广东省,深圳市,罗湖区,13543268177,-,13543268177@163.com,-,91440300MA5GMTDA4Q,91440300MA5GMTDA4Q,440300213109205,MA5GMTDA-4,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市罗湖区东晓街道独树社区太白路4009号大地花园东座、西座东座1012,深圳市罗湖区东晓街道独树社区太白路4009号大地花园东座、西座东座1012,-,一般经营项目是：建筑装饰装修、建筑工程、桥路工程、水利工程、防水工程、河道工程，室内外装饰设计工程、园林绿化工程、古建工程、土石方工程，建筑物非爆破拆除工程的设计与施工；花卉苗木、建筑材料的销售；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：普通货运。
深圳市万成装修有限公司,开业,蓝德灵,20万(元),-,2021-09-14,2021-09-14,-,广东省,深圳市,深圳市,13543329484,-,1058157754@qq.com,-,91440300MA5H08T08J,91440300MA5H08T08J,440300214851171,MA5H08T0-8,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区坂田街道大发埔社区水斗坑西村二巷7号202,深圳市龙岗区坂田街道大发埔社区水斗坑西村二巷7号202,-,"一般经营项目是:住宅水电安装维护服务;金属门窗工程施工。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动),许可经营项目是:住宅室内装饰装修;对外承包工程;建筑智能化工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
深圳市星辰装饰装修有限公司,开业,向光兰,100万(元),-,2021-03-12,2021-03-12,-,广东省,深圳市,福田区,13286658609,-,-,-,91440300MA5GMT0A1M,91440300MA5GMT0A1M,440300213106422,MA5GMT0A-1,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市福田区福田街道福安社区民田路178号华融大厦2405L8,深圳市福田区福田街道福安社区民田路178号华融大厦2405L8,-,一般经营项目是：室内外装饰装修工程、建筑幕墙安装工程、钢结构安装工程、金属门窗安装工程、市政工程、消防工程、城市道路、照明工程、环保工程、计算机工作室、计算机网络工程、音响工程、计算机综合布线设计、施工；外墙翻新；展览展示策划；建材、装饰材料、卫生洁具、五金交电批发，环保涂料硅藻泥、艺术涂料的零售。，许可经营项目是：无
深圳市星悦建设装修工程有限公司,开业,李小林,100万(元),-,2021-08-20,2021-08-20,-,广东省,深圳市,龙岗区,18529083455,-,350420231@qq.com,-,91440300MA5GY49G52,91440300MA5GY49G52,440300214644056,MA5GY49G-5,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区布吉街道大芬社区中翠路83号201,深圳市龙岗区布吉街道大芬社区中翠路83号201,-,一般经营项目是：金属门窗工程施工；建筑装饰材料销售；家具安装和维修服务；住宅水电安装维护服务；园林绿化工程施工；规划设计管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：建设工程施工；住宅室内装饰装修；建筑智能化工程施工；对外承包工程；对外劳务合作；建设工程设计；施工专业作业。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳鸿艺服装修色技术有限公司,开业,林文忠,50万(元),-,2020-07-01,2020-07-01,-,广东省,深圳市,龙华区,13725509845,-,905437814@qq.com,-,91440300MA5G97DX1W,91440300MA5G97DX1W,440300210660149,MA5G97DX-1,0人,有限责任公司(自然人独资),批发业,-,深圳市龙华区观湖街道新田社区谷湖龙二村80号102,深圳市龙华区观湖街道新田社区谷湖龙二村80号102,-,一般经营项目是：服装修色、补纱及补洞技术的开发；服装的销售与设计。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：无
深圳市诚祥装修工程有限公司,开业,王林,50万(元),-,2021-10-11,2021-10-11,-,广东省,深圳市,深圳市,18875378384,-,13246779019@139.com,-,91440300MA5H14UN7N,91440300MA5H14UN7N,440300215004132,MA5H14UN-7,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙岗街道新生社区头圩东二巷2号303,深圳市龙岗区龙岗街道新生社区头圩东二巷2号303,-,"一般经营项目是:房屋拆迁服务;家政服务;住宅水电安装维护服务;金属门窗工程施工;家用电器安装服务;家具安装和维修服务;建筑物清洁服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动),许可经营项目是:对外承包工程;住宅室内装饰装修。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
深圳市愉家装修工程有限公司,开业,赖浩鹏,50万(元),-,2021-06-11,2021-06-11,-,广东省,深圳市,宝安区,18675646173,-,791606670@qq.com,-,91440300MA5GU3424M,91440300MA5GU3424M,440300214060611,MA5GU342-4,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区西乡街道渔业社区渔业旧村二巷4号102,深圳市宝安区西乡街道渔业社区渔业旧村二巷4号102,-,一般经营项目是：承接总公司工程建设业务；金属门窗工程施工；家具安装和维修服务；家用电器安装服务；建筑装饰材料销售；住宅水电安装维护服务；建筑材料销售；建筑用钢筋产品销售；建筑物清洁服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；对外承包工程；建筑智能化工程施工；各类工程建设活动；施工专业作业。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市聚维智装修工程有限公司,开业,罗克美,100万(元),-,2021-04-20,2022-11-10,2021-04-20 至 9999-12-31,广东省,深圳市,福田区,18746115046,-,547611070@qq,-,91440300MA5GQ4WJ28,91440300MA5GQ4WJ28,440300213520874,MA5GQ4WJ-2,0人,有限责任公司,批发业,深圳市聚维智科技有限公司,深圳市福田区福田街道岗厦社区彩田路3069号星河世纪A栋918G7,深圳市龙华区大浪街道浪口社区华悦路150号潮loft文化创意园F栋607A3,-,一般经营项目是：电子产品、安防器材、摄影器材、车载影音设备、集成电路、通讯产品、环保产品、机械设备、太阳能产品、合同能源管理方案设计；新能源技术研究、技术开发；能源技术咨询；电力设备的上门维修；新能源、充电设备的技术开发、技术咨询；电力设备、器材的销售、租赁（不含金融租赁业务）；电力科技、能源科技、环保科技、互联网信息科技、网络科技、通讯科技、电子科技、计算机科技、化工科技、光机电一体化科技领域内的技术开发、技术咨询；企业管理咨询；计算机软硬件的技术开发与销售；计算机系统集成；实验室专用设备和装置的技术开发、设计、上门安装与维护；检测认证技术咨询；国内贸易；货物及技术进出口。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）；园林绿化工程施工；体育场地设施工程施工；土石方工程施工；金属门窗工程施工；建筑工程用机械销售；建筑工程机械与设备租赁；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；工业工程设计服务；普通机械设备安装服务；防腐材料销售；专业设计服务；家用电器安装服务；建筑装饰材料销售；建筑材料销售；轻质建筑材料销售；室内木门窗安装服务；建筑防水卷材产品销售；建筑用金属配件销售；建筑用钢筋产品销售；机械设备销售；机械电气设备销售；机械设备租赁；智能输配电及控制设备销售；供应用仪器仪表销售；电子专用设备销售；电子元器件与机电组件设备销售；电容器及其配套设备销售；安全技术防范系统设计施工服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：对外承包工程；建筑智能化工程施工；建设工程施工；舞台工程施工；消防设施工程施工；人防工程防护设备销售；人防工程设计；输电、供电、受电电力设施的安装、维修和试验；建筑智能化系统设计；住宅室内装饰装修；电气安装服务；施工专业作业；建筑物拆除作业（爆破作业除外）；人防工程防护设备安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市鸿运设备装修有限公司,开业,廖枝亮,100万(元),-,2020-06-03,2020-06-03,-,广东省,深圳市,光明区,13697031278,-,77404533@qq.com,-,91440300MA5G7N319W,91440300MA5G7N319W,440300210367979,MA5G7N31-9,0人,有限责任公司,批发业,-,深圳市光明区凤凰街道塘尾社区东周派出所旁9栋201,深圳市光明区凤凰街道塘尾社区东周派出所旁9栋201,-,一般经营项目是：劳保用品，日用品，文具用品的销售；建筑装修装饰工程施工；室内外装潢工程设计与施工。，许可经营项目是：无
深圳市长创装修材料有限公司,开业,张琼,100万(元),-,2020-04-23,2021-02-04,-,广东省,深圳市,南山区,14786679633,0755-82549603,99444707@qq.com,-,91440300MA5G5DW741,91440300MA5G5DW741,440300209990641,MA5G5DW7-4,0人,有限责任公司(自然人独资),零售业,-,深圳市南山区粤海街道大冲社区铜鼓路55号大冲都市花园D座13D,深圳市南山区粤海街道大冲社区铜鼓路55号大冲都市花园D座13D,-,一般经营项目是：装饰装修材料销售；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；建材销售。，许可经营项目是：
深圳市鑫晶装修有限公司,开业,杨兴民,20万(元),-,2020-05-08,2020-05-08,-,广东省,深圳市,龙岗区,13715344155,-,13715344155@163.com,13715344155@qq.com,91440300MA5G62U93J,91440300MA5G62U93J,440300210094328,MA5G62U9-3,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙岗街道南联社区向银路32号纸品厂宿舍101,深圳市龙岗区龙岗街道南联社区向银路32号纸品厂宿舍101,-,一般经营项目是：室内装饰、装修、装潢工程的设计及施工；水电设备的上门安装；电子产品、五金产品、机械设备、门、窗、装饰材料的技术开发与销售；国内贸易、货物进出口。，许可经营项目是：无
深圳市壹方源装修工程有限公司,开业,王左平,100万(元),-,2020-12-22,2020-12-22,-,广东省,深圳市,罗湖区,13682579223,-,13682579223@163.com,-,91440300MA5GJFQU68,91440300MA5GJFQU68,440300212435814,MA5GJFQU-6,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市罗湖区莲塘街道鹏兴社区鹏兴路2号鹏基工业区711栋210,深圳市罗湖区莲塘街道鹏兴社区鹏兴路2号鹏基工业区711栋210,-,一般经营项目是：建筑装饰装修工程；建筑幕墙工程；机电设备安装工程；建筑智能化工程；建筑防水工程；防腐保温工程；建筑装修材料、五金产品的销售。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：无
深圳市零星装修工程有限公司,开业,曾庆波,100万(元),-,2020-09-04,2020-09-04,-,广东省,深圳市,龙岗区,13418783192,-,13418783192@qq.com,-,91440300MA5GCK7Y30,91440300MA5GCK7Y30,440300211341291,MA5GCK7Y-3,0人,有限责任公司(自然人独资),商务服务业,-,深圳市龙岗区园山街道大康社区山子下路78号202,深圳市龙岗区园山街道大康社区山子下路78号202,-,一般经营项目是：建筑材料、装饰材料的销售；室内、室外装饰工程的设计；室内陈设、软装配饰、工艺品、园林景观、家具、环境艺术、空间的设计。，许可经营项目是：无
深圳市鑫汇利装修工程有限公司,开业,何色清,100万(元),-,2020-10-12,2020-10-12,-,广东省,深圳市,坪山区,15014083985,-,15014083985@126.com,-,91440300MA5GE4A36H,91440300MA5GE4A36H,440300211615294,MA5GE4A3-6,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市坪山区坑梓街道秀新社区新乔围住宅区三巷125号103,深圳市坪山区坑梓街道秀新社区新乔围住宅区三巷125号103,-,一般经营项目是：房屋装修；水电安装；，许可经营项目是：装饰工程、安防工程、防水工程、绿化工程的设计及施工；
深圳市中友装修建材有限公司,开业,谢友中,100万(元),-,2020-05-22,2020-05-22,-,广东省,深圳市,宝安区,13714022708,-,13714022708@139.com,871604107@qq.com,91440300MA5G72LH77,91440300MA5G72LH77,440300210257011,MA5G72LH-7,0人,有限责任公司,批发业,-,深圳市宝安区福海街道塘尾社区塘尾第二工业区空地集装箱101,深圳市宝安区福海街道塘尾社区塘尾第二工业区空地集装箱101,-,一般经营项目是：建筑材料的销售；建筑垃圾的清理服务；国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：装饰设计工程、园林绿化工程。
深圳市奥兴装修设计有限公司,开业,邢治兵,100万(元),-,2020-01-09,2020-01-09,-,广东省,深圳市,宝安区,13827433272,-,845162166@qq.com,-,91440300MA5G1MQK5L,91440300MA5G1MQK5L,440300209238004,MA5G1MQK-5,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区福海街道桥头社区荔园路23号903,深圳市宝安区福海街道桥头社区荔园路23号903,-,一般经营项目是：室内外装饰工程、钢结构工程、机电设备的设计、销售与安装工程（不含电力设备）；净化工程；环保工程；建筑材料、装饰材料的销售；从事广告业务；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须批准的项目除外）。，许可经营项目是：建筑工程、园林绿化工程的设计及施工。
深圳市大拇指装修设计有限公司,开业,刘林,100万(元),-,2020-06-23,2020-06-23,-,广东省,深圳市,龙华区,15989547597,-,729175536@qq.com,-,91440300MA5G8TN858,91440300MA5G8TN858,440300210577747,MA5G8TN8-5,0人,有限责任公司(自然人独资),其他服务业,-,深圳市龙华区观湖街道新田社区老村老围19-2号102,深圳市龙华区观湖街道新田社区老村老围19-2号102,-,一般经营项目是：室内、室外装饰装修工程的施工；建筑装饰工程设计；消防设施工程、机电设备安装工程、园林古建筑工程、建筑智能化工程的施工；建筑幕墙工程设计与施工；照明灯饰的上门安装；艺术雕塑设计；照明工程设计；城市园林绿化工程施工；展览陈列工程设计与施工；工程技术咨询；工程监理；数字三维动画设计；图像的设计，多媒体技术开发，虚拟数字技术开发，视觉艺术设计；建筑材料、照明电器、日用百货、五金、家用电器、一类及二类医疗器械的销售；房地产经纪；物业管理。，许可经营项目是：无
觅视室内设计装修(深圳)有限公司,开业,郑伟叶,100万(元),-,2020-09-09,2021-06-25,-,广东省,深圳市,福田区,13670011195,-,3247542023@qq.com,1745400545@qq.com,91440300MA5GCR7R5C,91440300MA5GCR7R5C,440300211375796,MA5GCR7R-5,0人,有限责任公司(台港澳自然人独资),零售业,深圳市那可是大贸易科技有限公司,深圳市福田区福田街道福田社区福田村大门坊110号福田村大门坊110-1号,深圳市福田区福田街道福田社区福田村大门坊110号福田村大门坊110-1号,-,一般经营项目是：建筑材料销售；互联网销售（除销售需要许可的商品）；专业设计服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：无
深圳市家和装修工程有限公司,开业,杨坤有,100万(元),-,2020-06-16,2020-06-16,-,广东省,深圳市,龙岗区,18665812591,-,524808449@qq.com,-,91440300MA5G8E5C2U,91440300MA5G8E5C2U,440300210504233,MA5G8E5C-2,0人,有限责任公司(自然人独资),居民服务业,-,深圳市龙岗区平湖街道力昌社区吉平一巷10号301,深圳市龙岗区平湖街道力昌社区吉平一巷10号301,-,一般经营项目是：室内外装饰装修工程、强弱电布线工程、幕墙工程、空调制冷通风工程、钢结构工程、消防工程、建筑防水工程、园林景观工程的设计、施工及相关的技术咨询；建筑材料的购销；装卸服务；国内贸易，从事货物及技术的进出口业务（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。，许可经营项目是：无
深圳市森明装修设计有限公司,开业,李明月,100万(元),-,2021-01-11,2021-01-11,-,广东省,深圳市,龙华区,13410810408,-,wwg1415@126.com,-,91440300MA5GKG6B11,91440300MA5GKG6B11,440300212638742,MA5GKG6B-1,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区民治街道新牛社区民治大道997号万众茶城1栋302,深圳市龙华区民治街道新牛社区民治大道997号万众茶城1栋302,-,一般经营项目是：建筑和装饰装修材料、建筑声学光学材料、环保节能材料的销售；建材、水泥、钢筋的销售；厨房用具、卫生间用具、灯具、装饰物品、家用电器、家具的销售；仪器仪表、办公设备的销售；消防安全器材的销售；消防设备的相关技术咨询；监控系统、智能化工程的上门安装；消防工程的设计与施工；消防设施工程的施工；景观和园林绿化工程施工；建筑智能化、装修、装饰工程设计及施工；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：无
深圳市淌庭水韵装修装饰有限公司,开业,何先洪,500万(元),-,2021-03-08,2021-03-08,-,广东省,深圳市,宝安区,15994764678,-,562472857@qq.com,-,91440300MA5GMFXE6E,91440300MA5GMFXE6E,440300213050031,MA5GMFXE-6,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区福永街道福永社区福二路22号305,深圳市宝安区福永街道福永社区福二路22号305,-,一般经营项目是：室内装潢及设计、园林绿化、园林绿化工程施工、土建、屋顶防水、建筑装潢、混凝土切割、植筋、加固、水电安装、管道维修、工程机械设备维修，楼宇清洗、外墙粉刷、石林养护、地毯清洗、中央空调清洗、工业管道清洗、品牌专柜、商场展示货架设计;不锈钢货架、不锈钢楼梯、扶手、货架及其他玻璃钢产品的设计和销售。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：地基、桩基工程施工、土建，建筑装饰工程施工、建筑工程施工、机电工程安装施工、室内外装饰工程、广告招牌工程设计施工。
深圳市泰荣亿装修工程有限公司,开业,倪洁冰,100万(元),-,2020-02-27,2020-02-27,-,广东省,深圳市,宝安区,13410795866,-,1206834316@qq.com,-,91440300MA5G2LY3X1,91440300MA5G2LY3X1,440300209458301,MA5G2LY3-X,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区西乡街道固兴社区明金海固戍工业区新宿舍1-12,深圳市宝安区西乡街道固兴社区明金海固戍工业区新宿舍1-12,-,一般经营项目是：室内外装饰工程的设计与施工；建筑材料的销售；石材的设计及上门安装；国内贸易。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：园林绿化工程的设计与施工。
深圳市晟铭科技展览装修工程有限公司,开业,李金瑛,500万(元),-,2020-12-29,2020-12-29,-,广东省,深圳市,深圳市,14716021489,-,chrisli@cmax.imsbiz.com.hk,-,91440300MA5GJXF501,91440300MA5GJXF501,440300280377199,MA5GJXF5-0,0人,有限责任公司(台港澳自然人独资),建筑装饰、装修和其他建筑业,-,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,-,一般经营项目是：会议及展览服务；广告设计、代理；广告制作；平面设计；水利相关咨询服务；住宅水电安装维护服务；市政设施管理；城市绿化管理；园林绿化工程施工；体育场地设施工程施工；礼仪服务；企业形象策划；节能管理服务；环保咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程管理服务；商务信息咨询（不含投资类咨询）；信息咨询服务（不含许可类信息咨询服务）；国内贸易代理；贸易代理；专业设计服务；工业设计服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：各类工程建设活动；建设工程监理；水利工程建设监理；建设工程设计；住宅室内装饰装修；建筑智能化工程施工；消防设施工程施工；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市柏骏装修设计有限公司,开业,卢加乐,100万(元),-,2021-01-06,2021-12-14,-,广东省,深圳市,龙岗区,13723423433,-,106400761@qq.com,-,91440300MA5GK8JTXH,91440300MA5GK8JTXH,440300212585552,MA5GK8JT-X,-,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙城街道黄阁坑社区龙飞大道333号启迪协信5栋B座1910,深圳市龙岗区龙城街道黄阁坑社区龙飞大道333号启迪协信5栋B座1910,-,一般经营项目是：室内外装饰设计、环境艺术设计、平面设计、家具装饰设计；装饰材料、家具、家用电器、清洁器具的销售；经营电子商务；国内贸易；货物及技术进出口。，许可经营项目是：无
深圳市伯乐装修工程有限公司,开业,刘丽芳,100万(元),-,2020-04-13,2022-04-07,2020-04-13 至 9999-12-31,广东省,深圳市,龙华区,13711830174,-,3003526346@qq.com,-,91440300MA5G4T423N,91440300MA5G4T423N,440300209886040,MA5G4T42-3,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙华区观澜街道君子布社区环观南路6号369,深圳市龙华区观澜街道君子布社区环观南路6号369,-,一般经营项目是：室内外装修工程、市政工程、园林绿化工程的设计及施工；广告设计与安装；建材、电子产品的销售；国内贸易；货物及技术进出口。，许可经营项目是
深圳市鑫程装修设计有限公司,开业,黄胜前,100万(元),-,2020-04-17,2020-04-17,-,广东省,深圳市,光明区,13528478617,-,13528478617@163.com,-,91440300MA5G543WX5,91440300MA5G543WX5,440300209936049,MA5G543W-X,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市光明区玉塘街道红星社区石岩湖公寓A栋106,深圳市光明区玉塘街道红星社区石岩湖公寓A栋106,-,一般经营项目是：水电安装工程、机电设备的上门安装;建筑材料、装饰材料、五金交电、家用电器、灯饰、家居用品、家具及其配件、板材、日用百货的销售;国内贸易；货物及技术进出口业务。，许可经营项目是：室内外装饰工程的设计、施工;建筑工程、市政工程、消防工程、钢结构工程、门窗工程、安防工程、广告工程、绿化工程、园林工程的设计与施工。
深圳市三合装修工程有限公司,开业,陈伟豪,100万(元),-,2021-03-25,2021-03-25,-,广东省,深圳市,罗湖区,15874386361,-,1296559607@qq.com,-,91440300MA5GNLE45P,91440300MA5GNLE45P,440300213252201,MA5GNLE4-5,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市罗湖区东门街道湖贝社区文锦中路1027号深业大厦15楼1516K,深圳市罗湖区东门街道湖贝社区文锦中路1027号深业大厦15楼1516K,-,一般经营项目是：室内外装饰装修工程、室内外装修设计；房屋建筑工程、水电安装工程、机电安装工程；建筑材料、五金交电销售及建筑工程机械与设备租赁；工程劳务分包；国内贸易；经营电子商务。（企业经营涉及前置性行政许可的，须取得前置性行政许可文件后方可经营），许可经营项目是：无
深圳市图鸿装饰装修有限公司,开业,林泳扬,100万(元),-,2021-07-22,2021-08-17,-,广东省,深圳市,龙岗区,15625241112,-,313347151@qq.com,-,91440300MA5GWTKJ7J,91440300MA5GWTKJ7J,440300214407124,MA5GWTKJ-7,-,有限责任公司,零售业,-,深圳市龙岗区坂田街道五和社区五和大道(南)69号216,深圳市龙岗区坂田街道五和社区五和大道（南）69号216,-,一般经营项目是：建筑装饰材料销售；汽车装饰用品销售；日用百货销售；建筑材料销售；照明器具销售；日用品销售；五金产品零售；机械零件、零部件销售；电子元器件零售；电子办公设备销售；国内贸易代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）；珠宝首饰零售；通讯设备修理；第一类医疗器械销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：第三类医疗器械经营；第二类医疗器械销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市豫深装修拆除有限公司,开业,孟祥军,200万(元),-,2021-04-27,2021-04-27,-,广东省,深圳市,龙岗区,15333760202,"13728879427,13751117287,18566264237",18566264237@qq.com,-,91440300MA5GQKLG12,91440300MA5GQKLG12,440300213606927,MA5GQKLG-1,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙岗街道南联社区水口村北巷21号101,深圳市龙岗区龙岗街道南联社区水口村北巷21号101,-,一般经营项目是：室内外装饰工程设计及施工；办公写字楼空间装饰设计及施工；厂房装饰设计及施工；店铺装饰设计及施工；水电安防设计、安装工程；医院、别墅、无尘车间设计及施工；建筑工程、防静电工程、室内外装饰工程；球场工程、塑胶跑道工程、停车场工程、水泥硬化工程；环氧地坪工程施工；土建工程、净化车间工程、内外墙翻新工程的设计与施工；停车场交通标识安装工程；地坪工程的设计与施工；结构工程；建筑防水防腐保温工程；家装工程设计及施工；劳务分包。，许可经营项目是：垃圾清运、土方清运、拆迁拆除工程的施工。
匠心装修工程(深圳)有限公司,开业,齐艳玲,10万(元),-,2020-01-22,2020-11-05,-,广东省,深圳市,宝安区,15817329653,-,15817329653@163.com,2955835048@qq.com,91440300MA5G2765XW,91440300MA5G2765XW,440300209357951,MA5G2765-X,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区福海街道桥头社区宝安大道6348号福永商会信息大厦363,深圳市宝安区福海街道桥头社区宝安大道6348号福永商会信息大厦363,-,一般经营项目是：陶瓷、洁具、建筑材料、装饰材料、五金、卫浴的销售；经营电子商务；国内贸易；经营进出口业务；陶瓷、洁具、五金、卫浴的上门安装与维修。，许可经营项目是：装修装饰工程、建筑工程的设计与施工；消防工程、市政公用工程、管道工程、环保工程、智能化系统工程、装饰装修工程、幕墙工程、钢结构工程、机电工程、房建工程、防水工程的设计与施工。
深圳市隆庭装修有限公司,开业,王时帆,10万(元),-,2021-06-03,2021-06-03,-,广东省,深圳市,罗湖区,13430346196,-,695505797@qq.com,-,91440300MA5GTK3Y0C,91440300MA5GTK3Y0C,440300213970040,MA5GTK3Y-0,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市罗湖区黄贝街道新兴社区罗芳路62号靖轩花园1-3栋罗芳路62-6号,深圳市罗湖区黄贝街道新兴社区罗芳路62号靖轩花园1-3栋罗芳路62-6号,-,一般经营项目是：金属门窗工程施工；建筑材料销售；防腐材料销售；建筑防水卷材产品销售；建筑用金属配件销售；门窗销售；建筑装饰材料销售；日用百货销售；轻质建筑材料销售；地板销售；家具安装和维修服务；家用电器安装服务；化工产品销售（不含许可类化工产品）；涂料销售（不含危险化学品）；五金产品零售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：施工专业作业；住宅室内装饰装修；对外承包工程；各类工程建设活动；建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
